title,authors,genre,cover,average_rating,ratings_count,summary,,num_pages,published_year,subtitle,isbn10,isbn13
For a Few Demons More,Kim Harrison,Fiction,http://books.google.com/books/content?id=ya3Nq-_dqG8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.33,47314,"When a serial murderer begins killing off members of Hollows society, Rachel Morgan finds herself swept up in a brutal Inderland gang war, a situation that is complicated by her demonic nemesis, and the release of a vampire master.",,456,2007,,60788380,9780060788384
Lightning,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=pICRe5esbSUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,47491,"Aided through many crises throughout her life by the almost miraculous intervention of a stranger, Laura Shane learns the nature of her awesome destiny when, on her thirtieth birthday, the stranger finally requests her help. Reissue.",,384,2003,,425192032,9780425192030
Illusions,Richard Bach,Fiction,http://books.google.com/books/content?id=Z93wmaJAtyoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,48723,"In the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders ... until he meets Donald Shimoda - former mechanic and self-described messiah who can make wrenches fly and Richard's imagination soar... In Illusions,the unforgettable follow-up to his phenomenal New York Times bestseller Jonathan Livingston Seagull,Richard Bach takes to the air to discover the ageless truths that give our souls wings- that people don't need airplanes to soar ... that even the darkest clouds have meaning once we lift ourselves above them ... and that messiahs can be found in the unlikeliest places - like hay fields, one-traffic-light midwestern towns, and most of all, deep within ourselves.",,144,2001,,99427869,9780099427865
Piercing the Darkness,Frank E. Peretti,Fiction,http://books.google.com/books/content?id=4wTFWMPhNn0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31,48725,"In the tiny farming community of Bacon's Corner, an attempted murder, a case of mistaken identity, and a lawsuit against a struggling Christian school all lead Sally Beth Roe to flee for her life",,448,2003,,1581345275,9781581345278
Magician,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=3IYA72d9dgMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.33,49332,The first book in the Riftwar series.,,681,1993,,586217835,9780586217832
A Darkness at Sethanon,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=QT078GAmji0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,49946,"An evil wind blows through Midkemia. Dark legions have risen up to crush the Kingdom of the Isles and enslave it to dire magics. The final battle between Order and Chaos is abotu to begin in the ruins of the city called Sethanon.Now Pug, the master magician sometimes known as Milamber, must undertake an awesome and perilous quest to the dawn of time to grapple with an ancient and terrible Enemy for the fate of a thousand worlds.",,527,1987,,586066888,9780586066881
The Fall,Albert Camus,Fiction,http://books.google.com/books/content?id=OqEOMA-X0EkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,50175,A man's confessions reveal his perception of justice and his own downfall,,147,1956,,679720227,9780679720225
Smoke and Mirrors,Neil Gaiman,Fiction,http://books.google.com/books/content?id=VsEtBq0glyQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,50702,"In the deft hands of Neil Gaiman, magic is no mere illusion ... and anything is possible. In this, Gaiman's first book of short stories, his imagination and supreme artistry transform a mundane world into a place of terrible wonders -- a place where an old woman can purchase the Holy Grail at a thrift store, where assassins advertise their services in the Yellow Pages under ""Pest Control,"" and where a frightened young boy must barter for his life with a mean-spirited troll living beneath a bridge by the railroad tracks. Explore a new reality -- obscured by smoke and darkness, yet brilliantly tangible -- in this extraordinary collection of short works by a master prestidigitator. It will dazzle your senses, touch your heart, and haunt your dreams.",,365,2005,Short Fictions and Illusions,380789027,9780380789023
Without Remorse,Tom Clancy,Fiction,http://books.google.com/books/content?id=L-2QP0PdHTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18,51824,"John Kelly, an ordinary man, crosses the lines of justice and morality and becomes the legendary Mr. Clark of the CIA, a man of ruthless and brilliant cunning, whose merciless work during an all-out war game is done with complete human detachment. Reprint.",,750,1994,,425143325,9780425143322
The Black Cauldron,Lloyd Alexander,Fiction,http://books.google.com/books/content?id=tbwsTtuHmX4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14,51994,The land of Prydain is threatened by the evil Arawn and his band of invincible warriors.,,182,2006,,080508049X,9780805080490
Wayside School Is Falling Down (rack),Louis Sachar,Fiction,http://books.google.com/books/content?id=DsoN9blZ3uQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,52011,"The extraordinary thirty-story school and its zany inhabitants are back in the long-awaited sequel to the classic SIDEWAYS STORIES FROM WAYSIDE SCHOOL, one of the most popular Camelot books ever. /FONTThe extraordinary thirty-story school and its zany inhabitants are back in the long-awaited sequel to the classic SIDEWAYS STORIES FROM WAYSIDE SCHOOL, one of the most popular Camelot books ever. ""Rib-tickling...sure-to-please...""-Kirkus",,152,1998,,380731509,9780380731503
Jitterbug Perfume,Tom Robbins,Fiction,http://books.google.com/books/content?id=Yq18PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24,52696,Reissue of the classic Tom Robbins novel which has been a bestseller since first released.,,342,2001,,1842430351,9781842430354
Altered Carbon,Richard K. Morgan,Fiction,http://books.google.com/books/content?id=xXp3MCvqeNIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,52810,"In a twenty-fifth-century world in which death is nearly obsolete, thanks to a technology that allows a person's consciousness to be downloaded into a new body, former U.N. envoy Takeshi Kovacs, re-sleeved into a new body after a brutal death, finds himself caught in the middle of a deadly far-reaching conspiracy that could have horrifying repercussions. Reprint.",,526,2006,,345457692,9780345457691
"The Good, the Bad, and the Undead",Kim Harrison,Fiction,http://books.google.com/books/content?id=-hBqywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.26,53112,"It's a tough life for witch Rachel Morgan, sexy, independent bounty hunter, prowling the darkest shadows of downtown Cincinnati for criminal creatures of the night. She can handle the leather-clad vamps and even tangle with a cunning demon or two. But a serial killer who feeds on the experts in the most dangerous kind of black magic is definitely pressing the limits. Confronting an ancient, implacable evil is more than just child's play -- and this time, Rachel will be lucky to escape with her very soul.",,453,2005,,60572973,9780060572976
Terrier,Tamora Pierce,Fiction,http://books.google.com/books/content?id=CGScKDN9KmIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,54179,"When sixteen-year-old Beka becomes ""Puppy"" to a pair of ""Dogs,"" as the Provost's Guards are called, she uses her police training, natural abilities, and a touch of magic to help them solve the case of a murdered baby in Tortall's Lower City.",,584,2006,,037581468X,9780375814686
A Hunger Like No Other,Kresley Cole,Fiction,http://books.google.com/books/content?id=5GXVvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,54596,"In New York Times and USA TODAY bestselling author Kresley Cole’s sizzling series, a fierce werewolf and a bewitching vampire become unlikely soul mates whose passion will test the boundaries of life and death. After enduring years of torture from the vampire horde, Lachlain MacRieve, leader of the Lykae Clan, is enraged to find the predestined mate he’s waited millennia for is a vampire. Or partly one. Emmaline Troy is a small, ethereal half Valkyrie/half vampire, who somehow begins to soothe the fury burning within him. Sheltered Emmaline finally sets out to uncover the truth about her deceased parents—until a powerful Lykae claims her as his mate and forces her back to his ancestral Scottish castle. There, her fear of the Lykae—and their notorious dark desires—ebbs as he begins a slow, wicked seduction to sate her own dark cravings. Yet when an ancient evil from her past resurfaces, will their desire deepen into a love that can bring a proud warrior to his knees and turn a gentle beauty into the fighter she was born to be?",,356,2006,,1416509879,9781416509875
Birdsong,Sebastian Faulks,Fiction,http://books.google.com/books/content?id=qZxaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,55388,"In 1910, Stephen Wraysford, a young Englishman, journeys to France, becomes embroiled in a series of traumatic events, including a clandestine love affair, and finds himself trapped amid the horrors of the First World War. Reprint. 40,000 first printing.",,483,1997,,679776818,9780679776819
Magician,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=uuuVPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.26,57779,"As a captive slave of the Tsurani, warlike invaders from another world, Pug, an apprentice sorcerer, learns to control his awesome magical powers in order to battle an ancient Evil",,499,1993,Master,553564935,9780553564938
The Woman Who Rides Like a Man,Tamora Pierce,Fiction,http://books.google.com/books/content?id=fdhVGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,58610,"""Let her prove herself worthy as a man."" Newly knighted, Alanna of Trebond seeks adventure in the vast desert of Tortall. Captured by fierce desert dwellers, she is forced to prove herself in a duel to the death -- either she will be killed or she will be inducted into the tribe. Although she triumphs, dire challenges lie ahead. As her mythic fate would have it, Alanna soon becomes the tribe's first female shaman -- despite the desert dwellers' grave fear of the foreign woman warrior. Alanna must fight to change the ancient tribal customs of the desert tribes -- for their sake and for the sake of all Tortall. Alanna's journey continues...",,284,2005,,689878583,9780689878589
Wild Magic,Tamora Pierce,Fiction,http://books.google.com/books/content?id=lV1OPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.33,58923,"Thirteen-year-old DaIne has always had a knack with animals, but it's not until she's forced to leave home that she realizes it's more than a knack -- it's magic. With this wild magic, not only can Daine speak to animals, but also she can make them obey her. Daine takes a job handling horses for the Queen's Riders, where she meets the master mage Numair and becomes his student. Under Numair's guidance, Daine explores the scope of her magic. But she begins to sense other beings too: immortals. These bloodthirsty monsters have been imprisoned in the Divine Realms for the past four hundred years, but now someone has broken the barrier. It's up to Daine and her friends to defend their world from an immortal attack.",,362,2005,,1416903437,9781416903437
The Caves of Steel,Isaac Asimov,Fiction,http://books.google.com/books/content?id=sz7CQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,59865,A Classic Robot novel.,,206,1993,,586008357,9780586008355
The Trumpet of the Swan,E. B. White,Fiction,http://books.google.com/books/content?id=2lybT5x8FCsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,61304,"Swan Song Like the rest of his family, Louis is a trumpeter swan. But unlike his four brothers and sisters, Louis can't trumpet joyfully. In fact, he can't even make a sound. And since he can't trumpet his love, the beautiful swan Serena pays absolutely no attention to him. Louis tries everything he can think of to win Serena's affection -- he even goes to school to learn to read and write. But nothing seems to work. Then his father steals him a real brass trumpet. Is a musical instrument the key to winning Louis his love?",,252,2000,,64408671,9780064408677
